CVEGEO,Nomestado,Nommunicipio,Idcultivo,Nomcultivo,Idciclo,Nomcicloproductivo,Volumenproduccion,Valorproduccion
01001,Aguascalientes,Aguascalientes,5490000,Avena forrajera en verde,1,Otoño-Invierno,49137.2,31249785.08
01001,Aguascalientes,Aguascalientes,5670000,Brócoli,1,Otoño-Invierno,688.0,2614400.0
01001,Aguascalientes,Aguascalientes,15050000,Pastos y praderas,1,Otoño-Invierno,18225.0,9486112.5
01001,Aguascalientes,Aguascalientes,5490000,Avena forrajera en verde,2,Primavera-Verano,3794.0,2323483.54
01001,Aguascalientes,Aguascalientes,5670000,Brócoli,2,Primavera-Verano,785.2,2906904.62
01001,Aguascalientes,Aguascalientes,6120000,Chile verde,2,Primavera-Verano,247.35,1014650.0
01001,Aguascalientes,Aguascalientes,6120000,Chile verde,2,Primavera-Verano,162.0,2139020.46
01001,Aguascalientes,Aguascalientes,6120000,Chile verde,2,Primavera-Verano,135.03,2702621.4
01001,Aguascalientes,Aguascalientes,6820000,Fresa,2,Primavera-Verano,215.5,3761992.12
01001,Aguascalientes,Aguascalientes,7470000,Maíz forrajero en verde,2,Primavera-Verano,249440.0,186191993.6
01001,Aguascalientes,Aguascalientes,7490000,Maíz grano,2,Primavera-Verano,2840.0,9411760.0
01001,Aguascalientes,Aguascalientes,8790000,Sorgo forrajero en verde,2,Primavera-Verano,5200.0,3239600.0
01001,Aguascalientes,Aguascalientes,8970000,Tomate rojo (jitomate),2,Primavera-Verano,484.0,10062040.56
01001,Aguascalientes,Aguascalientes,8970000,Tomate rojo (jitomate),2,Primavera-Verano,990.0,4561702.2
01001,Aguascalientes,Aguascalientes,8970000,Tomate rojo (jitomate),2,Primavera-Verano,4144.0,51104926.88
01001,Aguascalientes,Aguascalientes,8980000,Tomate verde,2,Primavera-Verano,495.04,1487817.97
01001,Aguascalientes,Aguascalientes,9090000,Triticale forrajero en verde,2,Primavera-Verano,839.8,516477.0
01001,Aguascalientes,Aguascalientes,9270000,Zanahoria,2,Primavera-Verano,680.4,2048004.0
01001,Aguascalientes,Aguascalientes,5490000,Avena forrajera en verde,2,Primavera-Verano,160.0,110400.0
01001,Aguascalientes,Aguascalientes,6840000,Frijol,2,Primavera-Verano,4.0,37448.0
01001,Aguascalientes,Aguascalientes,7470000,Maíz forrajero en verde,2,Primavera-Verano,66105.0,46309196.7
01001,Aguascalientes,Aguascalientes,7490000,Maíz grano,2,Primavera-Verano,2671.5,14456875.68
01001,Aguascalientes,Aguascalientes,5170000,Alfalfa,3,Perennes,97440.0,74917718.4
01001,Aguascalientes,Aguascalientes,6530000,Durazno,3,Perennes,181.56,2726401.19
01001,Aguascalientes,Aguascalientes,7010000,Granada,3,Perennes,6.2,18910.0
01001,Aguascalientes,Aguascalientes,7690000,Membrillo,3,Perennes,4.8,24120.0
01001,Aguascalientes,Aguascalientes,7920000,Nopalitos,3,Perennes,907.5,2452836.38
01001,Aguascalientes,Aguascalientes,7960000,Nuez,3,Perennes,165.67,6033701.4
01001,Aguascalientes,Aguascalientes,9130000,Uva,3,Perennes,324.0,4728375.0
01001,Aguascalientes,Aguascalientes,9130000,Uva,3,Perennes,283.62,1896535.74
01001,Aguascalientes,Aguascalientes,15050000,Pastos y praderas,3,Perennes,16450.0,10199000.0
01001,Aguascalientes,Aguascalientes,5050000,Agave,3,Perennes,0.0,0.0
01001,Aguascalientes,Aguascalientes,9120000,Tuna,3,Perennes,153.0,489600.0
01001,Aguascalientes,Aguascalientes,15050000,Pastos y praderas,3,Perennes,4000.36,1680151.2
01005,Aguascalientes,Jesús María,5490000,Avena forrajera en verde,1,Otoño-Invierno,15925.0,10121133.75
01005,Aguascalientes,Jesús María,5670000,Brócoli,1,Otoño-Invierno,311.85,1213096.5
01005,Aguascalientes,Jesús María,5940000,Cebolla,1,Otoño-Invierno,132.0,570240.0
01005,Aguascalientes,Jesús María,6330000,Coliflor,1,Otoño-Invierno,70.0,234500.0
01005,Aguascalientes,Jesús María,7330000,Lechuga,1,Otoño-Invierno,258.0,1651200.0
01005,Aguascalientes,Jesús María,15050000,Pastos y praderas,1,Otoño-Invierno,4700.0,3033850.0
01005,Aguascalientes,Jesús María,5010000,Acelga,2,Primavera-Verano,133.0,312564.63
01005,Aguascalientes,Jesús María,5490000,Avena forrajera en verde,2,Primavera-Verano,1350.0,769945.5
01005,Aguascalientes,Jesús María,5640000,Betabel,2,Primavera-Verano,36.0,90000.0
01005,Aguascalientes,Jesús María,5670000,Brócoli,2,Primavera-Verano,750.0,2795250.0
01005,Aguascalientes,Jesús María,5940000,Cebolla,2,Primavera-Verano,615.0,1506750.0
01005,Aguascalientes,Jesús María,6070000,Chícharo,2,Primavera-Verano,90.2,213028.05
01005,Aguascalientes,Jesús María,6120000,Chile verde,2,Primavera-Verano,494.49,3975094.84
01005,Aguascalientes,Jesús María,6120000,Chile verde,2,Primavera-Verano,152.0,1208400.0
01005,Aguascalientes,Jesús María,6190000,Cilantro,2,Primavera-Verano,105.0,317100.0
01005,Aguascalientes,Jesús María,6310000,Col (repollo),2,Primavera-Verano,240.0,648000.0
01005,Aguascalientes,Jesús María,6330000,Coliflor,2,Primavera-Verano,351.0,1115948.34
01005,Aguascalientes,Jesús María,6840000,Frijol,2,Primavera-Verano,8.1,84402.0
01005,Aguascalientes,Jesús María,7330000,Lechuga,2,Primavera-Verano,300.0,966852.0
01005,Aguascalientes,Jesús María,7470000,Maíz forrajero en verde,2,Primavera-Verano,59090.0,41571587.7
01005,Aguascalientes,Jesús María,7490000,Maíz grano,2,Primavera-Verano,1208.0,4117770.0
01005,Aguascalientes,Jesús María,8490000,Rábano,2,Primavera-Verano,62.67,66570.0
01005,Aguascalientes,Jesús María,8790000,Sorgo forrajero en verde,2,Primavera-Verano,828.0,540038.16
01005,Aguascalientes,Jesús María,8970000,Tomate rojo (jitomate),2,Primavera-Verano,1750.0,7625625.0
01005,Aguascalientes,Jesús María,8970000,Tomate rojo (jitomate),2,Primavera-Verano,1760.0,11658644.8
01005,Aguascalientes,Jesús María,8980000,Tomate verde,2,Primavera-Verano,805.0,2302300.0
01005,Aguascalientes,Jesús María,8980000,Tomate verde,2,Primavera-Verano,59.69,231383.51
01005,Aguascalientes,Jesús María,9270000,Zanahoria,2,Primavera-Verano,396.0,1250457.12
01005,Aguascalientes,Jesús María,5490000,Avena forrajera en verde,2,Primavera-Verano,375.0,257625.0
01005,Aguascalientes,Jesús María,6840000,Frijol,2,Primavera-Verano,4.5,40387.5
01005,Aguascalientes,Jesús María,7470000,Maíz forrajero en verde,2,Primavera-Verano,25700.0,18450030.0
01005,Aguascalientes,Jesús María,7490000,Maíz grano,2,Primavera-Verano,730.8,3746921.22
01005,Aguascalientes,Jesús María,5170000,Alfalfa,3,Perennes,27210.0,20900001.0
01005,Aguascalientes,Jesús María,6530000,Durazno,3,Perennes,14.0,208600.0
01005,Aguascalientes,Jesús María,6650000,Espárrago,3,Perennes,30.1,1309350.0
01005,Aguascalientes,Jesús María,7960000,Nuez,3,Perennes,31.05,1133325.0
01005,Aguascalientes,Jesús María,9130000,Uva,3,Perennes,72.5,1073000.0
01005,Aguascalientes,Jesús María,9130000,Uva,3,Perennes,182.59,1127736.09
01005,Aguascalientes,Jesús María,15050000,Pastos y praderas,3,Perennes,2625.0,1575000.0
01005,Aguascalientes,Jesús María,9120000,Tuna,3,Perennes,159.6,513114.0
01005,Aguascalientes,Jesús María,15050000,Pastos y praderas,3,Perennes,3110.24,1306300.8
01010,Aguascalientes,El Llano,5490000,Avena forrajera en verde,1,Otoño-Invierno,5566.0,3490438.6
01010,Aguascalientes,El Llano,15050000,Pastos y praderas,1,Otoño-Invierno,1620.0,818829.0
01010,Aguascalientes,El Llano,5740000,Calabacita,2,Primavera-Verano,111.0,513528.13
01010,Aguascalientes,El Llano,5940000,Cebolla,2,Primavera-Verano,154.0,377740.44
01010,Aguascalientes,El Llano,6120000,Chile verde,2,Primavera-Verano,67.0,503299.98
01010,Aguascalientes,El Llano,7470000,Maíz forrajero en verde,2,Primavera-Verano,21280.0,14968777.6
01010,Aguascalientes,El Llano,7490000,Maíz grano,2,Primavera-Verano,744.0,2541264.64
01010,Aguascalientes,El Llano,8970000,Tomate rojo (jitomate),2,Primavera-Verano,170.0,741540.0
01010,Aguascalientes,El Llano,8980000,Tomate verde,2,Primavera-Verano,294.45,1015578.66
01010,Aguascalientes,El Llano,5490000,Avena forrajera en verde,2,Primavera-Verano,90.0,59185.8
01010,Aguascalientes,El Llano,6840000,Frijol,2,Primavera-Verano,40.0,363200.0
01010,Aguascalientes,El Llano,7470000,Maíz forrajero en verde,2,Primavera-Verano,80523.0,57886374.24
01010,Aguascalientes,El Llano,7490000,Maíz grano,2,Primavera-Verano,2413.6,1182.66
01010,Aguascalientes,El Llano,5170000,Alfalfa,3,Perennes,12544.0,9660008.96
01010,Aguascalientes,El Llano,7960000,Nuez,3,Perennes,3.15,114817.5
01010,Aguascalientes,El Llano,9130000,Uva,3,Perennes,87.6,1278960.0
01010,Aguascalientes,El Llano,15050000,Pastos y praderas,3,Perennes,140.0,82600.0
01010,Aguascalientes,El Llano,9120000,Tuna,3,Perennes,90.0,291600.0
01010,Aguascalientes,El Llano,15050000,Pastos y praderas,3,Perennes,3798.37,1633299.1
01011,Aguascalientes,San Francisco de los Romo,5490000,Avena forrajera en verde,1,Otoño-Invierno,13255.0,8397705.25
01011,Aguascalientes,San Francisco de los Romo,5670000,Brócoli,1,Otoño-Invierno,1428.0,5469240.0
01011,Aguascalientes,San Francisco de los Romo,6330000,Coliflor,1,Otoño-Invierno,693.2,2343016.0
01011,Aguascalientes,San Francisco de los Romo,9270000,Zanahoria,1,Otoño-Invierno,602.0,1672197.48
01011,Aguascalientes,San Francisco de los Romo,15050000,Pastos y praderas,1,Otoño-Invierno,2040.0,1072020.0
01011,Aguascalientes,San Francisco de los Romo,5670000,Brócoli,2,Primavera-Verano,2422.0,9089426.92
01011,Aguascalientes,San Francisco de los Romo,5940000,Cebolla,2,Primavera-Verano,555.0,1375235.68
01011,Aguascalientes,San Francisco de los Romo,6070000,Chícharo,2,Primavera-Verano,98.52,394818.9
01011,Aguascalientes,San Francisco de los Romo,6120000,Chile verde,2,Primavera-Verano,1232.0,9494321.76
01011,Aguascalientes,San Francisco de los Romo,6120000,Chile verde,2,Primavera-Verano,312.36,6033895.6
01011,Aguascalientes,San Francisco de los Romo,6120000,Chile verde,2,Primavera-Verano,158.0,1568725.12
01011,Aguascalientes,San Francisco de los Romo,6600000,Ejote,2,Primavera-Verano,259.0,802900.0
01011,Aguascalientes,San Francisco de los Romo,6610000,Elote,2,Primavera-Verano,2280.0,6840000.0
01011,Aguascalientes,San Francisco de los Romo,6670000,Espinaca,2,Primavera-Verano,673.05,2588058.97
01011,Aguascalientes,San Francisco de los Romo,6840000,Frijol,2,Primavera-Verano,20.44,259618.05
01011,Aguascalientes,San Francisco de los Romo,7470000,Maíz forrajero en verde,2,Primavera-Verano,90000.0,64109700.0
01011,Aguascalientes,San Francisco de los Romo,7490000,Maíz grano,2,Primavera-Verano,1600.0,5497600.0
01011,Aguascalientes,San Francisco de los Romo,8790000,Sorgo forrajero en verde,2,Primavera-Verano,1040.0,655200.0
01011,Aguascalientes,San Francisco de los Romo,8970000,Tomate rojo (jitomate),2,Primavera-Verano,810.0,3511350.0
01011,Aguascalientes,San Francisco de los Romo,8970000,Tomate rojo (jitomate),2,Primavera-Verano,623.5,4113111.04
01011,Aguascalientes,San Francisco de los Romo,8970000,Tomate rojo (jitomate),2,Primavera-Verano,3213.46,76819078.82
01011,Aguascalientes,San Francisco de los Romo,8970000,Tomate rojo (jitomate),2,Primavera-Verano,3738.9,18429664.0
01011,Aguascalientes,San Francisco de los Romo,8980000,Tomate verde,2,Primavera-Verano,510.0,1902386.7
01011,Aguascalientes,San Francisco de los Romo,9270000,Zanahoria,2,Primavera-Verano,700.0,2139998.0
01011,Aguascalientes,San Francisco de los Romo,5490000,Avena forrajera en verde,2,Primavera-Verano,280.0,191976.4
01011,Aguascalientes,San Francisco de los Romo,6840000,Frijol,2,Primavera-Verano,11.06,6.41
01011,Aguascalientes,San Francisco de los Romo,7470000,Maíz forrajero en verde,2,Primavera-Verano,19800.0,14364900.0
01011,Aguascalientes,San Francisco de los Romo,7490000,Maíz grano,2,Primavera-Verano,196.8,1042882.56
01011,Aguascalientes,San Francisco de los Romo,5170000,Alfalfa,3,Perennes,8190.0,6304743.9
01011,Aguascalientes,San Francisco de los Romo,6650000,Espárrago,3,Perennes,245.1,10645776.34
01011,Aguascalientes,San Francisco de los Romo,7960000,Nuez,3,Perennes,0.0,0.0
01011,Aguascalientes,San Francisco de los Romo,9130000,Uva,3,Perennes,105.0,1559250.0
01011,Aguascalientes,San Francisco de los Romo,9130000,Uva,3,Perennes,323.4,2044767.65
01011,Aguascalientes,San Francisco de los Romo,9120000,Tuna,3,Perennes,63.0,202545.0
01011,Aguascalientes,San Francisco de los Romo,15050000,Pastos y praderas,3,Perennes,63.02,26153.3
01003,Aguascalientes,Calvillo,5490000,Avena forrajera en verde,1,Otoño-Invierno,2060.0,1370209.0
01003,Aguascalientes,Calvillo,5740000,Calabacita,1,Otoño-Invierno,436.8,2319186.0
01003,Aguascalientes,Calvillo,5940000,Cebolla,1,Otoño-Invierno,68.0,293080.0
01003,Aguascalientes,Calvillo,8970000,Tomate rojo (jitomate),1,Otoño-Invierno,530.2,3722004.0
01003,Aguascalientes,Calvillo,5690000,Cacahuate,2,Primavera-Verano,26.4,225720.0
01003,Aguascalientes,Calvillo,5740000,Calabacita,2,Primavera-Verano,840.0,3041150.0
01003,Aguascalientes,Calvillo,6120000,Chile verde,2,Primavera-Verano,85.0,463250.0
01003,Aguascalientes,Calvillo,6120000,Chile verde,2,Primavera-Verano,98.0,806814.4
01003,Aguascalientes,Calvillo,6610000,Elote,2,Primavera-Verano,1000.0,2652200.0
01003,Aguascalientes,Calvillo,7470000,Maíz forrajero en verde,2,Primavera-Verano,6400.0,4519744.0
01003,Aguascalientes,Calvillo,7490000,Maíz grano,2,Primavera-Verano,140.0,504000.0
01003,Aguascalientes,Calvillo,8210000,Pepino,2,Primavera-Verano,481.98,1301953.29
01003,Aguascalientes,Calvillo,8970000,Tomate rojo (jitomate),2,Primavera-Verano,1072.0,4670618.24
01003,Aguascalientes,Calvillo,8970000,Tomate rojo (jitomate),2,Primavera-Verano,1216.0,8161439.36
01003,Aguascalientes,Calvillo,8970000,Tomate rojo (jitomate),2,Primavera-Verano,7725.0,150217569.0
01003,Aguascalientes,Calvillo,8970000,Tomate rojo (jitomate),2,Primavera-Verano,319.3,1461750.8
01003,Aguascalientes,Calvillo,8980000,Tomate verde,2,Primavera-Verano,69.2,217980.0
01003,Aguascalientes,Calvillo,5690000,Cacahuate,2,Primavera-Verano,3.0,31350.0
01003,Aguascalientes,Calvillo,6840000,Frijol,2,Primavera-Verano,2.25,20025.0
01003,Aguascalientes,Calvillo,7470000,Maíz forrajero en verde,2,Primavera-Verano,5900.0,4259800.0
01003,Aguascalientes,Calvillo,7490000,Maíz grano,2,Primavera-Verano,45.0,245316.15
01003,Aguascalientes,Calvillo,8790000,Sorgo forrajero en verde,2,Primavera-Verano,1680.0,1638000.0
01003,Aguascalientes,Calvillo,5060000,Aguacate,3,Perennes,731.64,11340420.0
01003,Aguascalientes,Calvillo,5170000,Alfalfa,3,Perennes,1616.0,1242057.6
01003,Aguascalientes,Calvillo,6530000,Durazno,3,Perennes,489.6,6331140.0
01003,Aguascalientes,Calvillo,7010000,Granada,3,Perennes,24.8,86800.0
01003,Aguascalientes,Calvillo,7060000,Guayaba,3,Perennes,53863.5,272509989.7
01003,Aguascalientes,Calvillo,7060000,Guayaba,3,Perennes,12696.0,114386452.9
01003,Aguascalientes,Calvillo,7150000,Higo,3,Perennes,24.7,113373.0
01003,Aguascalientes,Calvillo,7380000,Lima,3,Perennes,213.0,1738080.0
01003,Aguascalientes,Calvillo,7390000,Limón,3,Perennes,6240.0,37542024.0
01003,Aguascalientes,Calvillo,7580000,Manzana,3,Perennes,40.0,188000.0
01003,Aguascalientes,Calvillo,7580000,Manzana,3,Perennes,189.52,1326640.0
01003,Aguascalientes,Calvillo,7850000,Naranja,3,Perennes,25.9,72779.0
01003,Aguascalientes,Calvillo,7920000,Nopalitos,3,Perennes,16000.0,42714880.0
01003,Aguascalientes,Calvillo,7960000,Nuez,3,Perennes,0.98,29400.0
01003,Aguascalientes,Calvillo,8340000,Pitahaya,3,Perennes,69.96,1417285.36
01003,Aguascalientes,Calvillo,15050000,Pastos y praderas,3,Perennes,2250.0,1316250.0
01003,Aguascalientes,Calvillo,15050000,Pastos y praderas,3,Perennes,2027.46,1534949.42
01004,Aguascalientes,Cosío,5070000,Ajo,1,Otoño-Invierno,560.0,12173000.0
01004,Aguascalientes,Cosío,5490000,Avena forrajera en verde,1,Otoño-Invierno,12936.0,8138555.04
01004,Aguascalientes,Cosío,5670000,Brócoli,1,Otoño-Invierno,567.6,2156880.0
01004,Aguascalientes,Cosío,9270000,Zanahoria,1,Otoño-Invierno,450.0,1260000.0
01004,Aguascalientes,Cosío,5490000,Avena forrajera en verde,2,Primavera-Verano,2440.0,1499502.0
01004,Aguascalientes,Cosío,5670000,Brócoli,2,Primavera-Verano,840.0,3150840.0
01004,Aguascalientes,Cosío,6120000,Chile verde,2,Primavera-Verano,2322.0,18425511.18
01004,Aguascalientes,Cosío,6120000,Chile verde,2,Primavera-Verano,36.47,474611.1
01004,Aguascalientes,Cosío,6610000,Elote,2,Primavera-Verano,2820.0,8507009.4
01004,Aguascalientes,Cosío,6840000,Frijol,2,Primavera-Verano,224.0,2245900.16
01004,Aguascalientes,Cosío,7470000,Maíz forrajero en verde,2,Primavera-Verano,58500.0,41326740.0
01004,Aguascalientes,Cosío,7490000,Maíz grano,2,Primavera-Verano,3600.0,13104000.0
01004,Aguascalientes,Cosío,9270000,Zanahoria,2,Primavera-Verano,1449.0,4383225.0
01004,Aguascalientes,Cosío,5490000,Avena forrajera en verde,2,Primavera-Verano,770.0,494771.2
01004,Aguascalientes,Cosío,6840000,Frijol,2,Primavera-Verano,11.25,107437.5
01004,Aguascalientes,Cosío,7470000,Maíz forrajero en verde,2,Primavera-Verano,5781.6,4295497.54
01004,Aguascalientes,Cosío,7490000,Maíz grano,2,Primavera-Verano,320.0,480.0
01004,Aguascalientes,Cosío,5170000,Alfalfa,3,Perennes,26820.0,20598564.6
01004,Aguascalientes,Cosío,6530000,Durazno,3,Perennes,85.5,1214100.0
01004,Aguascalientes,Cosío,6650000,Espárrago,3,Perennes,106.0,4346000.0
01004,Aguascalientes,Cosío,9130000,Uva,3,Perennes,5339.5,77422750.0
01004,Aguascalientes,Cosío,9130000,Uva,3,Perennes,3609.6,22079056.9
01004,Aguascalientes,Cosío,9120000,Tuna,3,Perennes,102.5,339603.0
01004,Aguascalientes,Cosío,15050000,Pastos y praderas,3,Perennes,437.24,185827.0
01006,Aguascalientes,Pabellón de Arteaga,5070000,Ajo,1,Otoño-Invierno,484.75,10325175.0
01006,Aguascalientes,Pabellón de Arteaga,5490000,Avena forrajera en verde,1,Otoño-Invierno,16900.0,10682828.0
01006,Aguascalientes,Pabellón de Arteaga,5670000,Brócoli,1,Otoño-Invierno,1870.0,6937700.0
01006,Aguascalientes,Pabellón de Arteaga,5940000,Cebolla,1,Otoño-Invierno,972.0,3847496.76
01006,Aguascalientes,Pabellón de Arteaga,7330000,Lechuga,1,Otoño-Invierno,252.0,1512000.0
01006,Aguascalientes,Pabellón de Arteaga,9270000,Zanahoria,1,Otoño-Invierno,850.0,2347700.0
01006,Aguascalientes,Pabellón de Arteaga,15050000,Pastos y praderas,1,Otoño-Invierno,6080.0,1605975.0
01006,Aguascalientes,Pabellón de Arteaga,5490000,Avena forrajera en verde,2,Primavera-Verano,3523.0,2124650.84
01006,Aguascalientes,Pabellón de Arteaga,5670000,Brócoli,2,Primavera-Verano,1169.0,4500989.01
01006,Aguascalientes,Pabellón de Arteaga,5940000,Cebolla,2,Primavera-Verano,1350.0,2894400.0
01006,Aguascalientes,Pabellón de Arteaga,6120000,Chile verde,2,Primavera-Verano,1190.0,9460500.0
01006,Aguascalientes,Pabellón de Arteaga,6120000,Chile verde,2,Primavera-Verano,490.0,6461483.0
01006,Aguascalientes,Pabellón de Arteaga,6190000,Cilantro,2,Primavera-Verano,74.0,222000.0
01006,Aguascalientes,Pabellón de Arteaga,6600000,Ejote,2,Primavera-Verano,1490.4,4620240.0
01006,Aguascalientes,Pabellón de Arteaga,6820000,Fresa,2,Primavera-Verano,76.8,1110967.3
01006,Aguascalientes,Pabellón de Arteaga,6820000,Fresa,2,Primavera-Verano,968.2,16008305.94
01006,Aguascalientes,Pabellón de Arteaga,6840000,Frijol,2,Primavera-Verano,68.0,686149.92
01006,Aguascalientes,Pabellón de Arteaga,7330000,Lechuga,2,Primavera-Verano,814.95,2626200.82
01006,Aguascalientes,Pabellón de Arteaga,7470000,Maíz forrajero en verde,2,Primavera-Verano,154491.0,110495053.0
01006,Aguascalientes,Pabellón de Arteaga,7490000,Maíz grano,2,Primavera-Verano,2400.0,8542392.0
01006,Aguascalientes,Pabellón de Arteaga,8790000,Sorgo forrajero en verde,2,Primavera-Verano,1935.0,1257750.0
01006,Aguascalientes,Pabellón de Arteaga,8970000,Tomate rojo (jitomate),2,Primavera-Verano,1644.0,7119884.52
01006,Aguascalientes,Pabellón de Arteaga,8970000,Tomate rojo (jitomate),2,Primavera-Verano,650.0,4311833.5
01006,Aguascalientes,Pabellón de Arteaga,8970000,Tomate rojo (jitomate),2,Primavera-Verano,996.0,23972733.96
01006,Aguascalientes,Pabellón de Arteaga,8980000,Tomate verde,2,Primavera-Verano,1155.0,5021386.52
01006,Aguascalientes,Pabellón de Arteaga,9270000,Zanahoria,2,Primavera-Verano,2120.0,6318405.6
01006,Aguascalientes,Pabellón de Arteaga,5490000,Avena forrajera en verde,2,Primavera-Verano,600.0,405000.0
01006,Aguascalientes,Pabellón de Arteaga,6840000,Frijol,2,Primavera-Verano,6.75,65137.5
01006,Aguascalientes,Pabellón de Arteaga,7470000,Maíz forrajero en verde,2,Primavera-Verano,8800.0,6456032.0
01006,Aguascalientes,Pabellón de Arteaga,7490000,Maíz grano,2,Primavera-Verano,225.0,168.75
01006,Aguascalientes,Pabellón de Arteaga,8790000,Sorgo forrajero en verde,2,Primavera-Verano,50.0,37836.74
01006,Aguascalientes,Pabellón de Arteaga,5170000,Alfalfa,3,Perennes,27150.0,20819163.0
01006,Aguascalientes,Pabellón de Arteaga,6650000,Espárrago,3,Perennes,378.0,15501780.0
01006,Aguascalientes,Pabellón de Arteaga,7960000,Nuez,3,Perennes,230.91,8416669.5
01006,Aguascalientes,Pabellón de Arteaga,9130000,Uva,3,Perennes,364.0,5259800.0
01006,Aguascalientes,Pabellón de Arteaga,9130000,Uva,3,Perennes,230.0,1385000.2
01006,Aguascalientes,Pabellón de Arteaga,15050000,Pastos y praderas,3,Perennes,1775.0,852000.0
01006,Aguascalientes,Pabellón de Arteaga,9120000,Tuna,3,Perennes,61.5,197415.0
01006,Aguascalientes,Pabellón de Arteaga,15050000,Pastos y praderas,3,Perennes,281.19,119505.75
01007,Aguascalientes,Rincón de Romos,5070000,Ajo,1,Otoño-Invierno,750.0,16063500.0
01007,Aguascalientes,Rincón de Romos,5490000,Avena forrajera en verde,1,Otoño-Invierno,19000.0,12076970.0
01007,Aguascalientes,Rincón de Romos,5670000,Brócoli,1,Otoño-Invierno,1595.0,5940418.0
01007,Aguascalientes,Rincón de Romos,5940000,Cebolla,1,Otoño-Invierno,700.0,2786000.0
01007,Aguascalientes,Rincón de Romos,6330000,Coliflor,1,Otoño-Invierno,240.0,768000.0
01007,Aguascalientes,Rincón de Romos,9270000,Zanahoria,1,Otoño-Invierno,409.2,1129392.0
01007,Aguascalientes,Rincón de Romos,15050000,Pastos y praderas,1,Otoño-Invierno,8625.0,4532437.5
01007,Aguascalientes,Rincón de Romos,5670000,Brócoli,2,Primavera-Verano,1200.0,4701600.0
01007,Aguascalientes,Rincón de Romos,5790000,Camote,2,Primavera-Verano,38.0,118674.0
01007,Aguascalientes,Rincón de Romos,5940000,Cebolla,2,Primavera-Verano,1156.5,2706591.65
01007,Aguascalientes,Rincón de Romos,6120000,Chile verde,2,Primavera-Verano,1360.0,10860116.8
01007,Aguascalientes,Rincón de Romos,6310000,Col (repollo),2,Primavera-Verano,385.05,1001130.0
01007,Aguascalientes,Rincón de Romos,6330000,Coliflor,2,Primavera-Verano,308.0,956558.68
01007,Aguascalientes,Rincón de Romos,6610000,Elote,2,Primavera-Verano,18532.0,55844514.12
01007,Aguascalientes,Rincón de Romos,6820000,Fresa,2,Primavera-Verano,1689.89,27572143.85
01007,Aguascalientes,Rincón de Romos,6840000,Frijol,2,Primavera-Verano,115.2,1154805.12
01007,Aguascalientes,Rincón de Romos,7470000,Maíz forrajero en verde,2,Primavera-Verano,216714.0,153039092.5
01007,Aguascalientes,Rincón de Romos,7490000,Maíz grano,2,Primavera-Verano,13753.5,49829068.04
01007,Aguascalientes,Rincón de Romos,8970000,Tomate rojo (jitomate),2,Primavera-Verano,1093.5,4638078.5
01007,Aguascalientes,Rincón de Romos,8970000,Tomate rojo (jitomate),2,Primavera-Verano,12075.0,80746008.0
01007,Aguascalientes,Rincón de Romos,8980000,Tomate verde,2,Primavera-Verano,1050.0,3081120.0
01007,Aguascalientes,Rincón de Romos,9270000,Zanahoria,2,Primavera-Verano,728.96,2231448.61
01007,Aguascalientes,Rincón de Romos,5490000,Avena forrajera en verde,2,Primavera-Verano,218.5,144128.72
01007,Aguascalientes,Rincón de Romos,6840000,Frijol,2,Primavera-Verano,10.0,96580.0
01007,Aguascalientes,Rincón de Romos,7470000,Maíz forrajero en verde,2,Primavera-Verano,24976.0,18441279.36
01007,Aguascalientes,Rincón de Romos,7490000,Maíz grano,2,Primavera-Verano,1009.35,4295359.58
01007,Aguascalientes,Rincón de Romos,5170000,Alfalfa,3,Perennes,63770.0,48937735.7
01007,Aguascalientes,Rincón de Romos,6650000,Espárrago,3,Perennes,360.0,14753401.2
01007,Aguascalientes,Rincón de Romos,7960000,Nuez,3,Perennes,156.0,5616000.0
01007,Aguascalientes,Rincón de Romos,9130000,Uva,3,Perennes,198.72,2881440.0
01007,Aguascalientes,Rincón de Romos,9130000,Uva,3,Perennes,400.0,2407500.0
01007,Aguascalientes,Rincón de Romos,15050000,Pastos y praderas,3,Perennes,368.55,180589.5
01007,Aguascalientes,Rincón de Romos,9120000,Tuna,3,Perennes,60.0,196382.4
01007,Aguascalientes,Rincón de Romos,15050000,Pastos y praderas,3,Perennes,1116.42,480060.6
01008,Aguascalientes,San José de Gracia,7470000,Maíz forrajero en verde,2,Primavera-Verano,15675.0,11158092.0
01008,Aguascalientes,San José de Gracia,7490000,Maíz grano,2,Primavera-Verano,210.0,756000.0
01008,Aguascalientes,San José de Gracia,7490000,Maíz grano,2,Primavera-Verano,250.0,2287500.0
01008,Aguascalientes,San José de Gracia,5490000,Avena forrajera en verde,2,Primavera-Verano,175.0,117250.0
01008,Aguascalientes,San José de Gracia,6840000,Frijol,2,Primavera-Verano,12.0,105000.0
01008,Aguascalientes,San José de Gracia,7470000,Maíz forrajero en verde,2,Primavera-Verano,11760.0,8702400.0
01008,Aguascalientes,San José de Gracia,7490000,Maíz grano,2,Primavera-Verano,576.45,374.69
01008,Aguascalientes,San José de Gracia,7580000,Manzana,3,Perennes,43.5,389542.5
01008,Aguascalientes,San José de Gracia,9120000,Tuna,3,Perennes,100.0,320000.0
01009,Aguascalientes,Tepezalá,5070000,Ajo,1,Otoño-Invierno,420.0,8946000.0
